ID,Application_Date,Applicant_Income,Applicant_Age,Loan_Amount,Loan_Term,Credit_Score,Employment_Years,Education_Level,Current_Address_Years,Has_Collateral,Debt_To_Income_Ratio,Approved
22993,12/1/2021,85670,33,297810,6,745,24,Doctoral,12,0,0.173051677,0
3412,12/1/2021,99200,56,50450,1,515,28,Postgraduate,9,1,1.644988681,0
6424,12/2/2021,44110,34,114370,9,532,25,Postgraduate,13,1,0.897741444,1
1911,12/2/2021,33400,55,250690,5,745,3,Postgraduate,2,0,0.509226933,0
4226,12/2/2021,42960,22,297580,8,499,27,High School,6,0,0.562216167,0
13705,12/2/2021,41840,45,190340,6,461,28,Postgraduate,6,1,0.38934373,1
19906,12/2/2021,69420,50,155760,6,609,4,Postgraduate,13,1,0.435258439,1
8726,12/2/2021,83830,26,230060,6,250,17,Bachelor,8,1,1.435887412,1
17480,12/2/2021,90080,38,119540,7,673,19,High School,11,1,0.574038853,1
23487,12/3/2021,51510,46,109160,4,464,26,Doctoral,12,0,0.861495101,0
23107,12/6/2021,71750,24,273780,8,422,23,Bachelor,2,1,0.221106468,1
8101,12/6/2021,61950,46,205060,3,691,20,Postgraduate,1,1,0.247314473,1
14637,12/6/2021,82650,42,256630,9,645,10,Bachelor,5,1,2.80108055,1
4725,12/6/2021,68380,47,135870,7,345,3,Bachelor,6,1,0.518943974,1
19681,12/6/2021,79260,52,98240,3,679,11,Doctoral,1,1,0.382991772,1
15913,12/6/2021,82320,44,54500,6,485,15,Postgraduate,13,0,0.82972103,1
23089,12/6/2021,69130,46,70860,9,675,27,Doctoral,10,0,0.277102749,0
17114,12/6/2021,99830,22,242640,3,451,24,Postgraduate,7,0,0.35952867,0
2256,12/6/2021,42760,52,67130,2,558,21,Doctoral,12,0,0.958863209,0
21313,12/8/2021,52750,58,282360,6,501,22,Doctoral,9,1,0.614914818,1
10038,12/8/2021,94320,29,250830,8,495,28,Doctoral,11,1,0.554456598,0
11186,12/8/2021,76020,23,163650,9,732,14,Postgraduate,8,1,0.363414964,0
3459,12/8/2021,44960,39,268560,1,253,1,Postgraduate,4,1,0.899915092,1
18585,12/8/2021,88270,52,247340,3,344,14,Doctoral,10,1,0.413366574,0
1887,12/8/2021,40040,58,239860,7,274,2,Bachelor,13,0,0.13955888,0
17594,12/8/2021,68710,57,70670,3,403,25,Doctoral,1,1,1.44082013,1
18814,12/8/2021,79700,31,295940,8,409,23,Postgraduate,7,0,0.676914438,1
20921,12/9/2021,43070,31,146760,1,799,27,Doctoral,12,0,0.194640444,0
16882,12/9/2021,88660,46,198620,8,261,18,Postgraduate,1,1,0.532528339,1
8122,12/9/2021,33160,26,212310,1,789,19,Doctoral,10,1,0.953907135,1
1769,12/9/2021,68710,25,263510,5,640,6,Bachelor,1,1,0.438684442,1
17131,12/9/2021,59020,41,115850,5,527,27,Postgraduate,10,1,1.542844901,1
17504,12/9/2021,59250,31,162530,7,505,8,Postgraduate,7,1,0.783396544,0
15294,12/10/2021,34580,25,246590,8,311,10,Bachelor,13,0,0.339450163,0
1647,12/10/2021,51650,44,171110,6,787,15,Doctoral,14,1,0.471003688,1
18629,12/10/2021,90860,46,209530,4,740,17,Postgraduate,7,0,0.374483708,0
23421,12/13/2021,84910,22,251630,5,610,24,High School,13,1,0.324809492,1
19877,12/13/2021,88140,37,244830,7,426,19,Bachelor,13,1,0.435729847,1
5243,12/13/2021,37970,26,261000,1,775,10,Doctoral,12,1,0.674622189,0
17719,12/13/2021,43380,30,78610,9,294,5,Postgraduate,14,1,2.183277246,1
14041,12/13/2021,70750,22,287750,3,707,15,Doctoral,5,0,2.567058824,0
9571,12/13/2021,62950,43,146140,7,600,29,Bachelor,1,0,0.69983759,0
2942,12/14/2021,98820,41,120390,2,560,14,Bachelor,1,1,0.980635684,1
4375,12/14/2021,42420,49,275540,3,387,12,High School,2,1,2.119910764,1
1608,12/14/2021,51540,24,249180,4,726,14,High School,2,0,0.507880768,0
19102,12/14/2021,86130,22,118540,7,557,5,Postgraduate,2,0,0.479853737,0
8755,12/14/2021,62090,43,109440,7,362,12,Bachelor,1,0,0.454993571,0
7223,12/14/2021,77670,53,60030,6,301,7,Postgraduate,6,1,0.305760889,1
4195,12/14/2021,30580,43,262220,2,715,23,Bachelor,12,0,1.902176457,1
4296,12/14/2021,53500,57,225430,3,293,2,Postgraduate,10,0,0.226279488,0
8626,12/14/2021,64990,44,190320,6,682,4,High School,5,1,0.83884007,0
20737,12/14/2021,82190,23,189410,9,306,23,Postgraduate,10,0,1.436534749,1
13224,12/14/2021,75330,48,246790,1,538,1,Postgraduate,11,1,1.033977456,1
10428,12/14/2021,67110,58,292760,7,549,10,Bachelor,8,0,0.316388198,0
19604,12/15/2021,43210,33,166980,1,480,14,Bachelor,4,1,0.064519969,1
7452,12/15/2021,73890,45,61600,2,364,19,Bachelor,9,0,0.753522308,1
19797,12/15/2021,92370,37,84910,7,534,28,High School,3,1,0.669753507,1
13228,12/15/2021,72420,54,274830,4,477,17,Bachelor,7,1,0.600680574,1
4439,12/15/2021,99960,31,294980,8,601,27,Postgraduate,4,1,0.336126424,0
5830,12/15/2021,68750,51,69980,1,584,19,Postgraduate,6,0,0.420766077,0
13848,12/15/2021,89680,34,236610,6,487,12,Postgraduate,13,0,0.674004276,1
11482,12/15/2021,95900,44,209770,5,559,5,High School,6,0,0.581693932,0
15025,12/15/2021,34040,46,211870,5,569,25,Doctoral,6,1,0.085777211,0
22252,12/15/2021,35970,47,271010,2,759,26,High School,1,1,0.852540501,1
2950,12/15/2021,66240,56,267240,4,730,17,Doctoral,8,1,1.656433703,0
11479,12/16/2021,60380,25,208080,1,706,28,Doctoral,12,0,0.056788306,0
11762,12/16/2021,45090,43,80740,7,434,5,High School,10,0,0.893152362,1
15543,12/16/2021,64540,54,82440,1,583,23,Postgraduate,14,1,0.281318681,0
10002,12/16/2021,43660,35,154460,7,436,25,Doctoral,4,1,0.702454691,1
16279,12/16/2021,38080,31,147430,5,785,7,Postgraduate,5,1,3.264536174,1
17245,12/16/2021,99720,50,61720,3,769,27,Bachelor,12,0,0.15332743,0
19944,12/16/2021,31710,30,211740,6,370,23,Bachelor,9,0,0.504397537,0
4285,12/16/2021,34690,33,214950,4,307,24,Doctoral,7,0,0.47532538,0
10018,12/16/2021,84430,32,247440,4,283,29,Doctoral,7,0,0.990228736,0
6289,12/16/2021,84390,40,135480,9,367,6,Postgraduate,12,0,0.667009401,0
5024,12/20/2021,30620,40,213390,4,365,3,Bachelor,2,0,0.984981227,1
21031,12/20/2021,91740,53,164330,3,663,11,Doctoral,12,0,0.795748614,0
3545,12/20/2021,82390,43,207400,4,605,18,Doctoral,13,1,0.220186435,1
21295,12/20/2021,85730,39,200630,8,440,24,Postgraduate,3,1,2.895981087,1
18499,12/20/2021,95310,30,190700,6,669,5,Bachelor,8,1,0.835470085,1
4796,12/20/2021,63230,52,239510,7,551,19,Bachelor,7,1,1.288962698,0
23104,12/20/2021,94060,31,142300,9,753,21,High School,5,1,0.275030559,0
11053,12/20/2021,83690,29,280240,3,274,13,Doctoral,3,0,0.357434769,0
19873,12/20/2021,70630,36,118760,5,665,22,Bachelor,9,0,1.620606644,0
6013,12/20/2021,36460,24,187820,7,337,6,Postgraduate,11,1,0.13172706,1
23021,12/21/2021,78820,22,218770,9,768,3,Bachelor,14,0,2.009865005,0
8097,12/21/2021,64670,22,182370,3,667,2,Bachelor,2,0,1.289687138,0
17078,12/21/2021,43590,30,229160,5,551,1,High School,2,0,0.39555505,0
19507,12/22/2021,70000,57,87530,6,295,28,High School,11,0,0.428778268,0
17268,12/22/2021,63710,49,218140,3,565,27,Bachelor,7,1,0.528458031,0
20593,12/22/2021,66830,36,174880,2,499,1,Bachelor,9,1,4.648330059,1
7564,12/22/2021,31490,41,188160,6,762,29,Postgraduate,6,0,1.434070221,1
11933,12/22/2021,82490,46,52970,6,696,3,Doctoral,8,0,1.124299938,1
3660,12/22/2021,70540,55,239830,5,560,1,Bachelor,1,0,1.329559364,0
15653,12/22/2021,82470,40,173930,1,435,3,Bachelor,5,1,0.121270607,1
11984,12/22/2021,83060,50,292500,8,731,8,Doctoral,2,0,0.584084816,0
9308,12/22/2021,30270,39,193370,2,784,9,Bachelor,9,1,1.023835616,1
21599,12/23/2021,92460,22,87900,5,722,10,Bachelor,12,1,1.437489369,0
10056,12/23/2021,83720,26,194290,8,485,17,High School,11,1,0.078370588,1
2118,12/23/2021,30720,58,60900,9,282,27,Postgraduate,8,0,0.096580484,0
11603,12/23/2021,32070,49,241770,2,332,4,Postgraduate,10,1,0.777002561,0
16119,12/23/2021,57870,29,82120,6,519,17,Doctoral,7,1,0.18334328,1
7838,12/23/2021,59860,52,215930,7,663,1,Bachelor,3,0,1.191798942,1
6829,12/23/2021,58020,37,298210,4,260,13,Bachelor,14,1,0.880285226,1
2728,12/23/2021,38270,42,63010,7,779,5,Postgraduate,14,0,0.648972965,0
9321,12/24/2021,99170,40,246690,1,505,9,Postgraduate,10,0,0.114452523,1
5866,12/24/2021,87510,54,220740,7,677,10,High School,9,1,0.571642845,1
6094,12/27/2021,65050,43,192180,7,499,5,Doctoral,4,0,0.607799443,0
15398,12/27/2021,55730,37,252800,6,567,1,Doctoral,9,1,0.974990527,1
14811,12/27/2021,44690,59,56590,3,349,19,Postgraduate,9,0,1.253999103,0
3260,12/28/2021,53520,57,289900,2,626,28,High School,3,0,0.60473193,1
5250,12/28/2021,34850,59,149400,7,352,8,Doctoral,12,1,0.465590218,1
15832,12/28/2021,99910,22,225900,2,605,4,Postgraduate,2,0,0.596433953,0
14297,12/28/2021,52930,26,209000,8,430,12,Bachelor,10,0,0.475574066,1
2024,12/28/2021,39820,34,217830,2,510,20,Bachelor,11,0,0.517243466,0
18259,12/28/2021,72430,34,118770,9,519,9,Bachelor,2,0,0.576477883,0
12356,12/28/2021,52960,56,107370,3,515,20,Doctoral,4,1,0.516554881,0
8783,12/28/2021,40450,55,98390,9,410,22,Doctoral,9,1,0.182831831,1
5667,12/28/2021,72150,29,225170,8,287,6,Postgraduate,2,1,0.689673294,0
18691,12/28/2021,64870,34,263820,1,358,15,Bachelor,5,0,0.402900666,0
7758,12/28/2021,97890,31,260530,6,295,11,Postgraduate,4,1,0.844743276,0
6901,12/28/2021,49480,43,148520,2,427,12,Bachelor,2,1,0.109438678,1
12809,12/29/2021,38020,43,92290,4,302,18,Doctoral,8,0,0.816842105,0
20617,12/29/2021,57830,25,118880,5,478,4,Doctoral,7,1,0.535556599,1
12410,12/29/2021,52220,48,167730,1,327,18,Postgraduate,6,0,0.781464531,0
24502,12/29/2021,67390,42,131260,4,395,29,Postgraduate,5,0,0.261909814,0
8318,12/29/2021,52380,41,161960,7,374,4,Postgraduate,7,0,0.181724434,0
12692,12/29/2021,83790,34,290820,3,260,1,Doctoral,11,1,0.402970076,1
9582,12/29/2021,89260,48,266630,3,353,16,Bachelor,10,0,0.075071549,1
19117,12/29/2021,50130,49,112450,6,460,17,Postgraduate,3,1,0.362149285,0
16335,12/29/2021,39120,51,202600,6,371,18,Doctoral,11,0,1.557466222,1
7132,12/29/2021,50640,49,247990,2,415,16,Postgraduate,9,1,0.978889532,1
7201,12/29/2021,61260,29,146710,2,369,27,Postgraduate,11,1,0.387989204,1
4134,12/29/2021,74260,39,259850,1,390,29,Postgraduate,11,1,3.439261419,1
2886,12/30/2021,51550,24,128870,2,358,5,Doctoral,10,1,0.185130659,1
23732,12/30/2021,56600,32,99470,8,516,12,Postgraduate,10,0,1.079214116,1
21169,12/31/2021,76530,31,197260,1,618,11,Postgraduate,8,0,0.134544996,0
23081,12/31/2021,59070,57,252460,9,479,9,Bachelor,13,1,0.841410997,1
9036,12/31/2021,46690,48,299660,7,446,25,Postgraduate,2,1,1.219858156,0
20541,12/31/2021,32130,30,53500,8,765,5,Postgraduate,9,1,0.529026571,0
18202,12/31/2021,80770,37,217240,7,309,9,Postgraduate,7,0,1.044622185,0
11569,12/31/2021,95410,55,255190,8,448,3,Doctoral,14,0,0.229475101,0
21963,1/3/2022,51310,51,182280,5,464,15,High School,7,0,0.073339458,0
1522,1/3/2022,56800,47,259210,7,550,23,Bachelor,10,1,0.569714999,1
21665,1/3/2022,92940,25,210190,8,631,11,Bachelor,2,0,0.798594519,0
13707,1/3/2022,75810,24,240770,8,742,10,Bachelor,12,1,0.761321455,1
1209,1/4/2022,62690,52,66250,9,597,10,High School,12,1,1.196136912,1
19604,1/4/2022,39810,42,275230,5,306,25,Bachelor,14,1,0.559201444,1
1117,1/4/2022,68390,52,245790,7,299,26,Bachelor,6,1,2.042553191,1
20940,1/4/2022,39330,32,299930,6,724,1,Postgraduate,10,0,0.484368656,0
6532,1/4/2022,36770,55,73020,2,608,12,Bachelor,12,1,0.47536449,0
21527,1/4/2022,65550,49,98720,8,357,4,Bachelor,9,0,1.128801904,0
16454,1/4/2022,86310,59,137590,3,642,20,Postgraduate,3,0,1.706588355,0
20780,1/4/2022,79960,30,163920,1,653,6,Doctoral,6,0,0.407810183,0
22544,1/5/2022,78660,58,96870,4,552,12,Postgraduate,2,1,1.253916802,0
5909,1/5/2022,50150,22,210630,2,306,2,Bachelor,5,1,0.530181818,0
15570,1/5/2022,44180,41,277040,9,603,19,Bachelor,7,1,0.304889529,1
2700,1/5/2022,55510,22,159950,1,780,11,Postgraduate,6,1,0.817174515,1
24030,1/5/2022,39390,29,181240,6,652,25,Bachelor,11,1,0.32245982,0
9669,1/5/2022,82420,54,222710,3,493,23,Postgraduate,1,1,0.224033951,0
8720,1/6/2022,43650,26,226270,3,507,28,Bachelor,8,0,4.252075142,0
10610,1/6/2022,36920,28,237700,9,495,27,Bachelor,14,1,0.441943522,1
12018,1/6/2022,85910,42,222620,4,584,13,Doctoral,13,0,0.465756196,0
8691,1/6/2022,66900,29,107440,1,348,28,Postgraduate,4,1,0.416860144,1
13114,1/6/2022,63820,57,256890,8,276,19,Bachelor,3,1,0.536618141,1
7021,1/6/2022,60720,23,120460,2,527,8,Bachelor,3,0,0.165680916,0
12346,1/6/2022,78300,53,136440,4,697,1,Postgraduate,1,0,0.88451512,1
21144,1/6/2022,73250,52,181970,7,673,7,Postgraduate,7,0,3.90478492,1
13925,1/6/2022,48330,51,138920,7,785,18,Postgraduate,1,1,0.178479741,1
7883,1/7/2022,48190,37,248640,6,455,28,Postgraduate,7,0,1.789656169,0
21290,1/7/2022,50920,41,156120,5,619,25,Doctoral,3,1,1.642798691,1
8957,1/7/2022,39300,34,248780,6,605,12,Postgraduate,8,1,0.638184991,0
8713,1/7/2022,79920,46,172950,3,497,5,Bachelor,3,1,0.163804071,1
23853,1/7/2022,65540,49,222880,1,261,9,Postgraduate,6,0,0.103534969,1
21749,1/7/2022,39600,39,160550,1,757,7,Bachelor,10,1,0.829761597,1
12583,1/7/2022,36720,39,110210,9,381,20,Bachelor,2,1,0.855996869,1
4580,1/7/2022,69240,40,153350,5,384,20,Doctoral,8,0,0.406671258,1
20208,1/7/2022,52670,55,184070,6,413,19,Postgraduate,12,1,0.34643091,0
3079,1/7/2022,48360,53,52570,2,583,4,Bachelor,14,1,0.974408365,0
13684,1/7/2022,64690,41,231880,6,581,24,Postgraduate,5,1,3.625360231,0
12400,1/7/2022,50280,47,269660,4,313,28,Doctoral,10,0,1.506483974,1
22281,1/10/2022,88150,35,241250,8,519,5,Postgraduate,12,0,0.453230002,0
24480,1/10/2022,55110,32,268980,3,431,12,Postgraduate,2,0,0.137705789,0
4816,1/10/2022,84890,49,205130,1,747,4,High School,14,1,1.092436975,1
12551,1/10/2022,32540,46,159930,5,522,15,Postgraduate,14,1,0.490623714,1
21806,1/10/2022,63710,59,100910,8,618,25,Bachelor,9,1,1.645184475,0
13705,1/11/2022,44440,46,273240,1,503,11,Bachelor,4,0,0.141714286,1
3902,1/11/2022,58670,38,257100,8,668,11,Postgraduate,8,0,0.083552593,0
12521,1/11/2022,58660,26,226390,2,565,19,Postgraduate,11,0,0.108110486,1
22217,1/11/2022,34600,56,128500,7,653,26,Postgraduate,7,1,0.403149721,0
20286,1/11/2022,83730,52,124200,1,710,5,High School,2,0,1.070560516,0
20293,1/11/2022,99790,46,232210,5,274,2,Bachelor,11,1,0.954908858,1
22181,1/11/2022,71630,22,130330,3,488,26,Postgraduate,14,1,0.643817947,1
22351,1/11/2022,87940,35,186000,8,394,21,Doctoral,4,0,0.131810955,0
1629,1/11/2022,35950,56,85480,2,314,25,Bachelor,5,1,0.418650326,0
21271,1/11/2022,33010,43,146000,2,382,18,Postgraduate,5,1,0.427041412,1
2384,1/11/2022,47100,52,100310,6,710,16,Doctoral,14,1,1.935123043,1
15468,1/11/2022,66420,25,192590,8,332,7,Doctoral,11,1,0.600550964,1
22324,1/11/2022,39600,39,118900,6,669,7,Bachelor,7,0,0.302940177,1
4073,1/12/2022,99410,32,85050,3,463,21,Bachelor,3,0,0.88545411,1
2617,1/12/2022,31940,43,203270,9,357,17,Bachelor,1,0,0.247345275,1
6078,1/12/2022,83420,24,217690,3,559,16,Doctoral,11,0,0.564910124,0
4316,1/12/2022,89040,35,144960,2,271,3,Doctoral,5,1,0.169072737,1
9177,1/12/2022,80710,29,225780,3,340,9,Bachelor,4,1,0.257268821,1
9171,1/12/2022,41180,50,287550,8,770,16,Bachelor,5,0,0.272480058,0
18247,1/12/2022,54500,31,145620,1,323,16,Doctoral,6,0,0.805336792,0
4246,1/12/2022,64070,33,91850,2,441,2,Doctoral,13,1,0.371490509,0
13917,1/12/2022,97110,26,298610,5,314,7,Doctoral,12,1,0.616131392,1
18402,1/12/2022,84950,30,100840,8,725,22,High School,6,0,0.177593203,1
5212,1/13/2022,90010,24,56600,6,582,25,Doctoral,13,1,0.413504922,1
13075,1/14/2022,43700,37,211580,4,738,8,Bachelor,13,1,0.585617739,1
12782,1/14/2022,46770,23,109870,4,683,10,Bachelor,11,1,0.934269764,1
5615,1/14/2022,50780,25,235210,8,487,25,Bachelor,10,0,0.673335324,1
13223,1/14/2022,76380,31,291930,1,730,10,Bachelor,10,1,0.5961215,1
23568,1/17/2022,64170,54,179380,3,403,2,Postgraduate,14,1,0.446448154,0
7429,1/17/2022,99130,26,239240,6,620,28,Bachelor,7,1,0.219990782,1
13590,1/17/2022,77750,22,274260,4,409,7,Bachelor,4,1,0.44950136,1
1183,1/17/2022,78780,59,268890,2,472,5,High School,3,0,0.621009981,0
5100,1/17/2022,86240,23,125290,7,423,13,Postgraduate,9,1,0.806889505,1
13527,1/17/2022,86160,45,87110,4,764,14,Postgraduate,1,1,2.268525312,1
5165,1/17/2022,69500,23,202530,5,689,13,Postgraduate,2,1,0.641187471,0
18666,1/17/2022,61680,57,235390,9,486,4,Bachelor,13,0,1.162158008,0
23718,1/17/2022,91130,35,260030,5,565,3,Bachelor,14,1,0.875231739,1
23835,1/17/2022,48390,21,69900,8,353,6,Bachelor,6,0,0.180073991,0
18097,1/17/2022,88470,36,215890,3,748,14,Postgraduate,11,0,1.36398259,1
14490,1/17/2022,39360,26,195980,4,307,18,Bachelor,7,1,0.233304653,1
12538,1/17/2022,78270,35,109210,4,275,29,Doctoral,8,1,0.511733046,1
21442,1/17/2022,98220,46,137840,6,310,16,Postgraduate,7,0,0.57821402,0
23783,1/18/2022,95260,26,117330,9,586,6,Bachelor,2,0,1.447735192,0
16602,1/18/2022,36210,50,80010,8,653,13,High School,3,1,0.998543866,1
5461,1/18/2022,90110,25,298520,4,514,11,Postgraduate,4,1,0.578769841,1
9450,1/18/2022,86100,48,278610,2,591,5,High School,1,0,0.397911745,0
6599,1/18/2022,80270,58,62810,6,482,23,Postgraduate,10,1,0.483782235,1
5047,1/18/2022,68690,30,111430,5,310,7,Postgraduate,12,0,0.878711917,1
22269,1/18/2022,39760,24,275310,4,280,10,Bachelor,10,0,0.409052886,0
4605,1/18/2022,65040,54,224880,1,374,7,Bachelor,14,1,0.331703341,0
14123,1/19/2022,79220,24,223300,7,635,10,Bachelor,3,1,1.090952781,1
18770,1/20/2022,74940,44,278610,2,789,8,Bachelor,7,1,0.342503126,1
2091,1/20/2022,49300,48,281850,8,296,8,Postgraduate,5,1,0.082003786,1
19729,1/20/2022,92030,49,267150,3,732,19,Bachelor,13,0,0.920355073,0
1007,1/21/2022,58710,43,243800,6,637,4,Postgraduate,7,1,0.559120754,1
17021,1/21/2022,98580,41,169800,5,647,17,Postgraduate,11,1,0.366065085,0
4483,1/21/2022,98980,46,85250,2,718,15,High School,12,1,1.016840883,1
17998,1/21/2022,66100,49,217100,6,516,14,Bachelor,1,0,2.641257996,1
24562,1/21/2022,70800,42,133870,2,787,13,Postgraduate,6,1,0.443759809,1
13295,1/21/2022,90300,26,111820,7,708,14,High School,8,0,0.344523239,0
1639,1/21/2022,65870,41,57740,9,642,26,Bachelor,6,1,0.758333333,1
20898,1/21/2022,79990,46,142740,5,747,10,Postgraduate,11,0,0.435296061,0
5672,1/21/2022,60250,25,283860,7,566,11,Bachelor,8,0,2.839490029,0
19530,1/21/2022,43960,43,192830,2,520,25,Bachelor,12,0,0.550545536,0
3730,1/24/2022,70830,45,181060,7,303,1,Doctoral,12,0,0.540350683,0
4396,1/24/2022,84060,34,159420,9,534,21,Bachelor,1,1,0.37702398,1
13090,1/24/2022,77130,57,214990,9,683,22,Bachelor,2,0,0.474646384,0
17901,1/24/2022,87870,32,237760,8,561,20,Postgraduate,11,0,1.455226259,1
9258,1/25/2022,96820,47,263230,1,797,28,Bachelor,14,1,0.346700294,0
18707,1/25/2022,40460,36,146340,4,692,25,Bachelor,7,0,0.538070698,0
6333,1/25/2022,42370,42,96010,9,563,11,Bachelor,7,1,0.777827182,0
21546,1/26/2022,50080,51,285850,5,323,8,Doctoral,8,0,0.668716065,0
12051,1/26/2022,35600,41,257650,7,507,6,Bachelor,3,1,0.083916084,0
2317,1/26/2022,75490,22,90230,5,332,21,Doctoral,6,1,0.707544477,1
9955,1/26/2022,87950,32,200180,3,284,26,Bachelor,3,0,0.787344999,0
15915,1/26/2022,77600,52,94800,1,639,14,Postgraduate,11,1,0.082426523,1
22890,1/26/2022,52290,43,219440,2,741,16,High School,9,1,1.762723763,1
1134,1/26/2022,63050,23,95850,2,757,15,Doctoral,1,0,3.059814937,0
4592,1/26/2022,50240,42,240880,4,432,12,Doctoral,3,1,0.448682386,1
12673,1/26/2022,56000,50,68320,6,401,3,Doctoral,1,0,0.613138686,0
13928,1/26/2022,90530,58,216510,4,527,16,Postgraduate,6,0,0.686308651,1
21022,1/26/2022,36990,57,154540,3,629,19,Bachelor,11,1,0.12635318,1
4305,1/26/2022,66920,53,262690,4,472,25,Doctoral,12,0,1.00984103,0
18659,1/26/2022,80550,22,95980,3,276,6,Bachelor,6,0,0.570724842,0
10142,1/27/2022,74700,45,99500,1,575,22,High School,2,1,0.588696879,1
14155,1/27/2022,94070,52,76540,2,695,21,Bachelor,1,0,0.657950961,0
3265,1/27/2022,97660,48,99820,8,404,10,Bachelor,4,0,0.457529684,1
7292,1/27/2022,33720,58,264960,1,450,6,Bachelor,12,0,0.190721649,1
20484,1/27/2022,89920,52,182030,5,710,8,Bachelor,9,1,0.140039671,1
15598,1/27/2022,68230,45,179230,6,504,9,Doctoral,10,0,0.424033639,0
4299,1/27/2022,72310,36,167380,3,359,26,Postgraduate,12,0,0.251571386,1
4144,1/27/2022,35510,53,241060,8,569,13,Bachelor,11,0,3.47125595,1
21096,1/28/2022,80800,39,288170,3,642,18,Postgraduate,2,0,0.412032329,1
14632,1/28/2022,98920,29,113060,7,541,16,Bachelor,9,0,0.088810038,0
9815,1/28/2022,62340,52,290970,7,524,18,Bachelor,2,0,0.321286403,0
1790,1/28/2022,45090,54,78790,8,519,9,Postgraduate,14,0,2.478319177,1
2503,1/28/2022,58580,47,279120,5,582,4,Postgraduate,9,1,0.681377009,1
21987,1/31/2022,74390,29,214440,1,413,17,Postgraduate,14,1,0.451062822,1
22673,1/31/2022,31180,45,110330,6,379,21,Bachelor,14,0,0.551064005,1
21770,1/31/2022,36680,46,146810,2,731,9,Postgraduate,10,1,0.152609096,1
4895,1/31/2022,80680,56,251670,7,549,2,Bachelor,6,0,0.337758688,1
19899,1/31/2022,46430,36,286790,6,703,7,Postgraduate,14,1,0.615570038,1
9493,1/31/2022,34410,45,120960,3,316,16,Postgraduate,7,1,0.17135681,1
18425,1/31/2022,65360,47,263520,4,642,7,High School,5,1,1.40758712,0
15626,1/31/2022,75050,50,202070,6,250,17,Postgraduate,3,1,1.000827815,1
16070,1/31/2022,63300,51,109370,8,410,4,Doctoral,10,0,0.597513723,0
11129,1/31/2022,74220,37,150070,6,377,15,Doctoral,14,1,0.634384858,0
3711,1/31/2022,55220,56,165990,4,345,22,Postgraduate,11,1,0.760084099,0
1331,1/31/2022,69040,27,282250,4,385,6,Doctoral,9,1,0.274349059,1
3157,2/1/2022,65340,58,51140,5,412,25,High School,10,0,0.655358751,0
3244,2/1/2022,44890,44,71000,7,435,27,Doctoral,12,0,0.076590279,0
24042,2/1/2022,49650,43,277770,9,328,26,Bachelor,7,1,0.212545904,0
14014,2/1/2022,30560,48,252620,8,251,25,Postgraduate,10,1,1.401874522,1
9243,2/1/2022,49610,38,73150,3,372,16,Bachelor,5,1,0.337012987,1
21041,2/1/2022,36120,57,298700,9,666,12,Bachelor,11,1,1.242315574,1
16598,2/1/2022,82910,47,272120,8,706,13,Postgraduate,13,0,0.174220398,1
5439,2/1/2022,92220,55,57890,9,537,24,Bachelor,1,1,0.27589942,1
4041,2/1/2022,38460,27,78770,8,588,9,Doctoral,6,0,3.333919156,0
1084,2/1/2022,65880,45,240780,7,565,24,Bachelor,5,0,2.403846154,0
18309,2/2/2022,91730,43,182760,5,475,1,Doctoral,1,0,0.472067525,0
5692,2/2/2022,87010,29,80060,1,621,3,Bachelor,3,1,0.153347478,0
2623,2/2/2022,48850,44,148810,6,354,1,Bachelor,3,0,0.348728246,0
13601,2/2/2022,79490,55,218280,4,795,24,Postgraduate,1,0,1.920802821,1
21626,2/2/2022,36680,43,140210,7,329,28,Doctoral,10,0,0.241143275,1
24154,2/2/2022,63660,40,71530,4,346,8,High School,11,1,0.416902119,0
3589,2/2/2022,35970,22,158950,1,382,20,Postgraduate,2,0,1.200330033,1
11428,2/2/2022,77970,55,214740,7,444,11,Doctoral,2,0,1.34229356,0
7977,2/3/2022,42060,28,296340,9,704,27,Postgraduate,7,0,0.352156323,0
11269,2/3/2022,32390,42,283320,5,497,23,Doctoral,3,1,0.721268851,0
24290,2/3/2022,42310,59,207390,1,581,14,Bachelor,2,1,0.412297349,0
12099,2/3/2022,72600,36,226900,8,321,22,Bachelor,14,1,2.352671344,1
22508,2/3/2022,68930,51,163160,4,303,16,Bachelor,1,0,0.429895417,0
19840,2/3/2022,47950,29,59060,7,444,21,Bachelor,8,0,1.08783021,1
22514,2/3/2022,86260,43,254640,4,509,1,Postgraduate,6,1,0.900426084,1
4909,2/3/2022,50660,28,52800,3,746,11,Postgraduate,6,1,0.246247522,1
16278,2/3/2022,46490,29,58150,9,570,17,Doctoral,9,0,0.543471286,1
6769,2/3/2022,56310,39,84330,1,457,28,Bachelor,6,1,0.869871795,1
15941,2/3/2022,89730,26,291710,7,638,15,Bachelor,5,1,1.276063055,1
8236,2/3/2022,65430,47,249470,3,743,27,Bachelor,8,0,0.194666831,0
1266,2/3/2022,64810,32,141400,5,311,11,Bachelor,10,1,0.630325911,0
16154,2/4/2022,39690,25,121340,7,700,14,Bachelor,2,0,0.1096006,0
17036,2/4/2022,47570,44,175760,9,277,14,Postgraduate,11,1,0.097542106,0
11856,2/7/2022,46750,52,211650,6,354,9,Doctoral,10,0,1.074927356,1
15434,2/7/2022,43600,46,63340,2,350,19,Bachelor,5,0,0.170793269,0
